Perfect Matches (MCI = 1.0),High Certainty (0.75 <= MCI < 1.0),Low Certainty (0.0 < MCI < 0.75),Lost / Unmatched (Orphans > 50m),Total Originais CNEFE
0,987820,174766,17516,1180102
